wid:ID,:LABEL,word
1,Word,şinhua
2,Word,şangay
3,Word,bund
4,Word,kutla
5,Word,izdiham
6,Word,restore
7,Word,dükkân
9,Word,ifl
10,Word,as
11,Word,eşik
12,Word,çakı
13,Word,arjantin
14,Word,buenos
15,Word,aires
16,Word,marvel
17,Word,şampiyon
18,Word,bıst
19,Word,avrapa
20,Word,gül
21,Word,merval
22,Word,transener
23,Word,mscı
24,Word,doping
25,Word,venezuelâ
26,Word,caracas
27,Word,mumbai
28,Word,sevinmek
29,Word,filipin
30,Word,manila
31,Word,pse
32,Word,endonezya
33,Word,jakarta
34,Word,jsx
35,Word,üzmek
36,Word,kopenhag
37,Word,omxc20
38,Word,rts
39,Word,atina
40,Word,ase
41,Word,sevindirken
42,Word,ultra
44,Word,kalıntı
45,Word,bai̇b
46,Word,satıcı
47,Word,ziraî
48,Word,alp
49,Word,şapka
50,Word,birincil
51,Word,gözetim
52,Word,haccp
53,Word,taze
54,Word,pestisit
55,Word,hasat
56,Word,toptan
57,Word,tüccar
58,Word,market
59,Word,dayanak
60,Word,limit
61,Word,minimum
62,Word,zan
63,Word,şeff
64,Word,af
65,Word,sera
66,Word,uydu
67,Word,parsel
68,Word,tarla
69,Word,sofra
70,Word,numune
71,Word,uyumak
73,Word,avrasya
74,Word,letonya
75,Word,cemiyet
76,Word,libya
77,Word,avusturya
78,Word,davutoğlu
79,Word,tunus
80,Word,devrim
81,Word,litvanya
82,Word,soğuk
83,Word,dilma
84,Word,rousseff
85,Word,mevlüt
86,Word,çavuşoğlu
87,Word,roussef
88,Word,şili
89,Word,brıcs
90,Word,sudan
91,Word,dubai
92,Word,festival
93,Word,hazret
94,Word,mevlit
95,Word,kandil
96,Word,boe
97,Word,ray
98,Word,metro
99,Word,tarife
100,Word,kuveyt
101,Word,dakar
102,Word,ralli
103,Word,manhattan
104,Word,moda
105,Word,pmı
106,Word,fifa
107,Word,gazze
108,Word,meksika
109,Word,enrique
110,Word,pena
111,Word,nieto
112,Word,roma
113,Word,ruhanî
114,Word,papa
115,Word,franciscus
116,Word,epifani
117,Word,ayin
118,Word,britanya
119,Word,basketbol
120,Word,uleb
121,Word,kupası
122,Word,karadağ
123,Word,buducnost
124,Word,banvit
125,Word,konuk
126,Word,ortodoks
127,Word,hz
128,Word,i̇sa
129,Word,doğum
130,Word,rojdetsvo
131,Word,hristiyan
132,Word,tutanak
133,Word,bosna
134,Word,hersek
135,Word,sırbistan
136,Word,makedonya
137,Word,hırvatistan
138,Word,kosova
139,Word,noel
140,Word,kitap
141,Word,gine
142,Word,miting
143,Word,oecd
144,Word,norveç
145,Word,bağış
146,Word,ban
147,Word,kıbrıs
148,Word,zvornik
149,Word,yargıla
150,Word,sreçko
151,Word,boşkoviç
152,Word,tekne
153,Word,serie
154,Word,lazio
155,Word,derbi
156,Word,berlin
157,Word,zürih
158,Word,gala
159,Word,töre
160,Word,tanzanya
161,Word,kenya
162,Word,elçi
163,Word,kaide
164,Word,enes
165,Word,libi
166,Word,halid
167,Word,fevvaz
168,Word,futbol
169,Word,müze
170,Word,renzi
171,Word,nationwide
172,Word,kilise
173,Word,yılbaşı
174,Word,etiyopya
175,Word,patrik
176,Word,müsiad
177,Word,resepsiyon
178,Word,ligi
179,Word,eredivisie
180,Word,bundesliga
181,Word,cenevre
182,Word,forum
183,Word,wef
184,Word,davos
185,Word,mpc
186,Word,kustendorf
187,Word,film
188,Word,arnavutluk
189,Word,hükümetlerarası
190,Word,rotterdam
191,Word,çiçek
192,Word,nazi
193,Word,zafer
194,Word,kamp
195,Word,prag
196,Word,yahudi
197,Word,soykırım
198,Word,ermeni
199,Word,perinçek
201,Word,borneo
202,Word,dalgıç
203,Word,ceset
204,Word,singapur
205,Word,avustralya
206,Word,malezya
207,Word,dna
208,Word,testi
209,Word,otopsi
210,Word,surabaya
211,Word,hostes
212,Word,khairunisa
213,Word,haidar
214,Word,fauzi
215,Word,airasia
216,Word,airbus
217,Word,a320
218,Word,kule
219,Word,rota
220,Word,mürettebat
221,Word,yetişkin
222,Word,bebek
223,Word,endonezyalı
224,Word,enkaz
225,Word,beden
227,Word,akaryakıt
228,Word,türkmenistan
229,Word,kurşun
230,Word,benzin
231,Word,litre
232,Word,tenge
233,Word,sent
234,Word,manat
235,Word,araba
236,Word,saparmurat
237,Word,türkmenbaşı
238,Word,zama
239,Word,gurbangulı
240,Word,berdimuhamedov
242,Word,gazate
243,Word,alkol
244,Word,içki
245,Word,sigara
246,Word,tütün
247,Word,maktu
248,Word,bira
249,Word,çıralırken
250,Word,şarap
251,Word,köpük
252,Word,sigarade
254,Word,danimarka
255,Word,havaî
256,Word,fişek
257,Word,jylland
258,Word,mariager
259,Word,assens
260,Word,krizantem
261,Word,şahıs
262,Word,şâhıs
263,Word,hobro
264,Word,skjellerup
265,Word,falck
266,Word,genc
267,Word,jeppe
268,Word,ilkjær
269,Word,alarm
270,Word,oden
271,Word,svendorg
272,Word,parmak
273,Word,lolland
274,Word,falster
275,Word,tekme
276,Word,sakin
278,Word,fırtına
279,Word,balık
280,Word,tavan
281,Word,gemlik
282,Word,avla
283,Word,kapak
